Product ID,Product Name,Quantity Ordered,Unit Price,Total Price,Order ID
PROD0117,Everything,1,106.67,106.67,ORD0179
PROD0163,Table,1,68.98,68.98,ORD0116
PROD0027,Change,1,127.0,127.0,ORD0121
PROD0114,Probably,2,95.47,190.94,ORD0200
PROD0121,Bad,5,72.87,364.35,ORD0057
PROD0093,Term,6,69.74,418.44,ORD0191
PROD0104,With,4,140.11,560.44,ORD0075
PROD0155,Economic,7,113.94,797.58,ORD0155
PROD0052,Beat,1,22.09,22.09,ORD0125
PROD0193,Quite,8,57.14,457.12,ORD0171
PROD0048,Group,9,100.98,908.82,ORD0176
PROD0131,Sing,5,84.89,424.45,ORD0126
PROD0106,Instead,5,6.1,30.5,ORD0047
PROD0117,Information,2,5.14,10.28,ORD0054
PROD0048,Mission,10,73.39,733.9,ORD0027
PROD0282,Culture,1,134.88,134.88,ORD0151
PROD0024,Series,4,94.69,378.76,ORD0020
PROD0259,Do,8,105.72,845.76,ORD0016
PROD0057,Strong,3,29.41,88.23,ORD0159
PROD0276,Remember,4,54.79,219.16,ORD0150
PROD0258,Hand,3,45.1,135.3,ORD0142
PROD0001,Eye,4,30.72,122.88,ORD0023
PROD0040,Sound,8,112.09,896.72,ORD0003
PROD0179,Rock,4,135.11,540.44,ORD0076
PROD0209,As,4,57.89,231.56,ORD0182
PROD0039,Current,6,63.99,383.94,ORD0030
PROD0271,Put,6,28.36,170.16,ORD0174
PROD0294,Five,9,27.34,246.06,ORD0010
PROD0243,Color,1,77.03,77.03,ORD0118
PROD0232,Mention,4,124.4,497.6,ORD0097
PROD0146,Report,3,54.94,164.82,ORD0007
PROD0252,Few,7,80.05,560.35,ORD0037
PROD0123,Four,6,77.82,466.92,ORD0081
PROD0040,Type,10,57.8,578.0,ORD0072
PROD0078,Education,10,36.67,366.7,ORD0142
PROD0093,Yet,4,149.39,597.56,ORD0042
PROD0174,Probably,5,19.97,99.85,ORD0136
PROD0110,Painting,1,94.99,94.99,ORD0049
PROD0196,Cultural,2,87.97,175.94,ORD0171
PROD0152,Citizen,1,82.58,82.58,ORD0103
PROD0286,Business,4,131.61,526.44,ORD0024
PROD0147,Appear,9,131.01,1179.09,ORD0150
PROD0127,Write,6,118.6,711.6,ORD0166
PROD0068,Exist,1,88.72,88.72,ORD0140
PROD0109,Beautiful,1,45.37,45.37,ORD0028
PROD0117,North,6,33.33,199.98,ORD0002
PROD0146,Speech,2,124.51,249.02,ORD0128
PROD0086,Report,10,143.35,1433.5,ORD0180
PROD0027,Hundred,9,59.37,534.33,ORD0113
PROD0141,Political,7,65.27,456.89,ORD0111
PROD0210,Say,5,128.32,641.6,ORD0113
PROD0249,Season,8,10.48,83.84,ORD0086
PROD0071,Network,9,50.49,454.41,ORD0183
PROD0235,Glass,6,41.71,250.26,ORD0106
PROD0091,Nothing,8,39.03,312.24,ORD0051
PROD0048,President,10,78.04,780.4,ORD0183
PROD0167,What,2,23.99,47.98,ORD0132
PROD0124,Base,9,138.19,1243.71,ORD0161
PROD0252,Write,7,138.33,968.31,ORD0063
PROD0174,Her,1,115.47,115.47,ORD0147
PROD0170,Son,2,64.54,129.08,ORD0168
PROD0051,Collection,3,22.1,66.3,ORD0082
PROD0040,Firm,8,30.55,244.4,ORD0071
PROD0124,Sister,10,96.86,968.6,ORD0022
PROD0041,Area,2,92.05,184.1,ORD0050
PROD0062,Easy,8,112.55,900.4,ORD0046
PROD0156,Feel,10,70.55,705.5,ORD0049
PROD0258,Herself,4,10.55,42.2,ORD0014
PROD0275,Sell,6,38.25,229.5,ORD0166
PROD0240,Task,8,31.47,251.76,ORD0097
PROD0039,Anything,5,19.59,97.95,ORD0059
PROD0166,What,4,101.66,406.64,ORD0062
PROD0066,High,8,58.39,467.12,ORD0074
PROD0073,Technology,4,21.95,87.8,ORD0155
PROD0140,Small,3,61.65,184.95,ORD0115
PROD0090,Do,3,76.16,228.48,ORD0048
PROD0052,Me,4,106.98,427.92,ORD0147
PROD0178,Thousand,5,94.4,472.0,ORD0181
PROD0211,Spend,7,84.98,594.86,ORD0023
PROD0138,Read,5,58.73,293.65,ORD0188
PROD0243,Allow,5,39.7,198.5,ORD0005
PROD0078,Financial,3,18.93,56.79,ORD0170
PROD0257,Reduce,8,99.51,796.08,ORD0199
PROD0035,Police,2,136.03,272.06,ORD0099
PROD0085,Result,4,148.8,595.2,ORD0193
PROD0245,Number,1,49.19,49.19,ORD0164
PROD0077,Almost,7,136.93,958.51,ORD0077
PROD0026,Important,5,15.49,77.45,ORD0167
PROD0061,Prevent,7,81.32,569.24,ORD0063
PROD0173,Pass,7,88.58,620.06,ORD0026
PROD0044,Exactly,6,89.19,535.14,ORD0053
PROD0126,Compare,4,12.16,48.64,ORD0071
PROD0025,Affect,8,74.64,597.12,ORD0079
PROD0033,International,3,105.69,317.07,ORD0184
PROD0039,Specific,9,120.29,1082.61,ORD0018
PROD0158,Goal,7,73.26,512.82,ORD0122
PROD0242,Manager,4,64.64,258.56,ORD0033
PROD0010,Example,7,82.04,574.28,ORD0135
PROD0255,Compare,1,148.91,148.91,ORD0044
PROD0198,Allow,8,80.54,644.32,ORD0006
PROD0162,Suggest,4,97.15,388.6,ORD0025
PROD0255,Door,7,40.63,284.41,ORD0053
PROD0056,Practice,1,144.95,144.95,ORD0077
PROD0203,No,4,141.24,564.96,ORD0115
PROD0234,Common,6,29.0,174.0,ORD0163
PROD0057,Result,2,53.52,107.04,ORD0096
PROD0162,Figure,10,105.13,1051.3,ORD0147
PROD0099,Between,5,142.2,711.0,ORD0063
PROD0227,Still,9,115.32,1037.88,ORD0053
PROD0101,Institution,10,6.12,61.2,ORD0088
PROD0269,Whose,9,59.99,539.91,ORD0026
PROD0043,Prevent,2,65.78,131.56,ORD0162
PROD0169,Must,2,37.78,75.56,ORD0027
PROD0085,Issue,6,78.84,473.04,ORD0028
PROD0288,Evidence,9,29.97,269.73,ORD0005
PROD0284,Leg,8,95.79,766.32,ORD0080
PROD0216,Doctor,3,22.69,68.07,ORD0125
PROD0148,Field,6,6.25,37.5,ORD0065
PROD0063,Threat,3,109.78,329.34,ORD0158
PROD0146,Huge,5,101.96,509.8,ORD0195
PROD0005,Day,4,25.42,101.68,ORD0064
PROD0052,Toward,6,9.94,59.64,ORD0121
PROD0210,Your,7,142.97,1000.79,ORD0132
PROD0271,Send,3,123.22,369.66,ORD0136
PROD0264,Money,9,144.82,1303.38,ORD0095
PROD0242,Between,9,35.75,321.75,ORD0057
PROD0081,Build,7,81.59,571.13,ORD0163
PROD0260,Shoulder,1,19.48,19.48,ORD0188
PROD0283,Blood,10,118.85,1188.5,ORD0177
PROD0014,Week,8,102.38,819.04,ORD0136
PROD0182,Bill,5,111.03,555.15,ORD0148
PROD0263,White,9,90.11,810.99,ORD0066
PROD0133,Play,8,93.33,746.64,ORD0191
PROD0125,Debate,2,134.46,268.92,ORD0040
PROD0276,Traditional,9,41.48,373.32,ORD0067
PROD0052,Task,2,42.57,85.14,ORD0027
PROD0285,Language,5,41.48,207.4,ORD0125
PROD0168,Force,4,40.26,161.04,ORD0147
PROD0081,Grow,7,48.39,338.73,ORD0116
PROD0030,Occur,9,19.45,175.05,ORD0044
PROD0070,None,4,121.16,484.64,ORD0177
PROD0025,Happy,8,123.36,986.88,ORD0154
PROD0035,Organization,2,96.79,193.58,ORD0082
PROD0096,Particularly,7,140.06,980.42,ORD0030
PROD0212,Film,2,105.86,211.72,ORD0086
PROD0253,Item,2,83.81,167.62,ORD0193
PROD0023,Daughter,7,78.82,551.74,ORD0143
PROD0194,Member,8,70.95,567.6,ORD0005
PROD0224,Art,4,34.58,138.32,ORD0090
PROD0137,Benefit,10,21.4,214.0,ORD0031
PROD0153,Fear,1,129.56,129.56,ORD0182
PROD0024,Especially,1,131.06,131.06,ORD0130
PROD0289,Artist,9,57.4,516.6,ORD0122
PROD0159,Political,9,71.48,643.32,ORD0098
PROD0099,Thing,1,134.37,134.37,ORD0035
PROD0172,Edge,1,139.64,139.64,ORD0127
PROD0210,Sport,9,100.25,902.25,ORD0133
PROD0286,Wait,1,127.65,127.65,ORD0098
PROD0051,Worry,10,43.99,439.9,ORD0191
PROD0094,Account,10,139.82,1398.2,ORD0129
PROD0085,Girl,7,59.91,419.37,ORD0010
PROD0180,Financial,8,124.0,992.0,ORD0034
PROD0129,Behind,2,81.35,162.7,ORD0073
PROD0291,Nothing,2,53.43,106.86,ORD0178
PROD0194,Focus,3,105.79,317.37,ORD0077
PROD0052,Job,9,142.71,1284.39,ORD0031
PROD0129,Work,4,140.09,560.36,ORD0149
PROD0176,Call,1,36.65,36.65,ORD0101
PROD0116,Change,5,60.25,301.25,ORD0189
PROD0163,Certainly,4,39.27,157.08,ORD0176
PROD0076,Model,5,128.59,642.95,ORD0146
PROD0100,Great,5,94.85,474.25,ORD0111
PROD0294,Once,3,106.75,320.25,ORD0198
PROD0078,Front,5,11.97,59.85,ORD0058
PROD0283,Free,6,113.23,679.38,ORD0149
PROD0168,Soon,8,87.23,697.84,ORD0180
PROD0236,Pm,5,118.29,591.45,ORD0074
PROD0083,Probably,2,128.32,256.64,ORD0052
PROD0295,Back,3,128.06,384.18,ORD0089
PROD0027,Stay,10,140.8,1408.0,ORD0139
PROD0139,Read,4,6.09,24.36,ORD0122
PROD0104,Data,4,19.34,77.36,ORD0128
PROD0260,Impact,4,73.18,292.72,ORD0198
PROD0124,Bag,6,44.75,268.5,ORD0001
PROD0186,Produce,3,9.46,28.38,ORD0108
PROD0236,Rise,1,49.16,49.16,ORD0173
PROD0015,Sound,2,133.94,267.88,ORD0183
PROD0253,Also,8,38.15,305.2,ORD0010
PROD0122,Still,10,112.31,1123.1,ORD0086
PROD0112,Change,6,140.75,844.5,ORD0098
PROD0253,Know,2,118.22,236.44,ORD0003
PROD0283,Doctor,10,143.12,1431.2,ORD0059
PROD0218,Clearly,6,139.25,835.5,ORD0009
PROD0015,Still,9,5.27,47.43,ORD0063
PROD0070,Newspaper,2,43.91,87.82,ORD0135
PROD0176,Remain,3,50.43,151.29,ORD0090
PROD0195,Expert,8,57.85,462.8,ORD0143
PROD0254,Let,5,94.22,471.1,ORD0181
PROD0046,Matter,6,30.4,182.4,ORD0066
PROD0083,Door,5,105.84,529.2,ORD0073
PROD0050,Put,8,41.63,333.04,ORD0058
PROD0096,Truth,3,56.14,168.42,ORD0086
PROD0127,State,2,42.99,85.98,ORD0081
PROD0082,Him,1,35.26,35.26,ORD0098
PROD0114,Republican,1,111.01,111.01,ORD0126
PROD0052,While,4,112.95,451.8,ORD0073
PROD0265,Say,5,53.13,265.65,ORD0147
PROD0055,Three,2,69.0,138.0,ORD0050
PROD0251,This,2,72.51,145.02,ORD0099
PROD0062,Property,5,125.44,627.2,ORD0142
PROD0111,Over,7,148.39,1038.73,ORD0123
PROD0139,Human,10,60.96,609.6,ORD0039
PROD0044,Name,7,62.03,434.21,ORD0039
PROD0272,Through,5,35.11,175.55,ORD0072
PROD0205,Paper,1,139.6,139.6,ORD0006
PROD0255,Interview,3,53.2,159.6,ORD0030
PROD0032,Wife,1,147.48,147.48,ORD0193
PROD0127,Economy,3,97.14,291.42,ORD0168
PROD0014,Agreement,5,60.97,304.85,ORD0097
PROD0191,Traditional,9,21.46,193.14,ORD0151
PROD0243,Gas,2,90.85,181.7,ORD0059
PROD0256,Step,9,19.19,172.71,ORD0086
PROD0087,Question,5,15.22,76.1,ORD0045
PROD0131,Operation,10,98.91,989.1,ORD0188
PROD0067,Reach,7,105.31,737.17,ORD0064
PROD0148,Her,9,42.12,379.08,ORD0105
PROD0156,Size,7,122.71,858.97,ORD0142
PROD0160,Realize,2,38.77,77.54,ORD0067
PROD0205,Significant,2,9.58,19.16,ORD0166
PROD0112,Player,1,63.4,63.4,ORD0096
PROD0079,Hospital,9,31.46,283.14,ORD0164
PROD0226,Character,10,97.82,978.2,ORD0012
PROD0251,Value,4,132.68,530.72,ORD0196
PROD0242,Even,6,65.32,391.92,ORD0175
PROD0184,Something,6,6.84,41.04,ORD0112
PROD0014,Floor,3,17.06,51.18,ORD0164
PROD0170,Plant,6,60.57,363.42,ORD0198
PROD0226,Will,4,148.31,593.24,ORD0111
PROD0253,Never,6,88.94,533.64,ORD0075
PROD0138,Participant,3,30.86,92.58,ORD0163
PROD0128,Respond,10,81.84,818.4,ORD0006
PROD0241,Cost,9,78.8,709.2,ORD0096
PROD0112,Condition,1,108.73,108.73,ORD0086
PROD0240,Low,3,99.84,299.52,ORD0155
PROD0269,Probably,2,20.77,41.54,ORD0138
PROD0288,Computer,3,46.0,138.0,ORD0041
PROD0067,Worry,6,19.89,119.34,ORD0111
PROD0038,Option,5,45.46,227.3,ORD0139
PROD0291,Anyone,2,122.37,244.74,ORD0122
PROD0167,Benefit,9,20.93,188.37,ORD0031
PROD0239,Standard,2,58.37,116.74,ORD0092
PROD0129,Enough,4,5.39,21.56,ORD0118
PROD0011,Race,10,45.44,454.4,ORD0025
PROD0265,Cost,8,97.76,782.08,ORD0101
PROD0077,Account,2,81.77,163.54,ORD0010
PROD0200,Pattern,5,142.87,714.35,ORD0071
PROD0255,Record,1,16.08,16.08,ORD0120
PROD0173,Late,10,133.95,1339.5,ORD0067
PROD0175,Mrs,8,56.28,450.24,ORD0068
PROD0123,Special,4,13.12,52.48,ORD0131
PROD0104,Far,2,90.87,181.74,ORD0031
PROD0265,Example,8,54.77,438.16,ORD0181
PROD0196,Discover,2,71.24,142.48,ORD0010
PROD0239,Tend,5,66.1,330.5,ORD0063
PROD0030,Hundred,1,9.52,9.52,ORD0068
PROD0058,Pattern,1,119.83,119.83,ORD0131
PROD0056,Many,10,76.57,765.7,ORD0129
PROD0241,Down,9,27.63,248.67,ORD0170
PROD0019,Show,5,26.9,134.5,ORD0021
PROD0100,Social,2,27.3,54.6,ORD0011
PROD0291,In,5,5.48,27.4,ORD0119
PROD0219,Free,4,134.6,538.4,ORD0064
PROD0291,Skill,6,101.67,610.02,ORD0037
PROD0026,Shoulder,5,39.27,196.35,ORD0034
PROD0268,Actually,4,63.74,254.96,ORD0057
PROD0166,Require,2,29.74,59.48,ORD0028
PROD0152,Focus,2,28.02,56.04,ORD0066
PROD0032,Traditional,10,145.93,1459.3,ORD0200
PROD0090,Southern,10,74.94,749.4,ORD0146
PROD0157,Yeah,3,94.01,282.03,ORD0118
PROD0113,Big,3,104.23,312.69,ORD0120
PROD0176,Sometimes,2,122.13,244.26,ORD0084
PROD0063,Expect,8,45.54,364.32,ORD0046
PROD0198,Television,6,76.56,459.36,ORD0001
PROD0158,Anything,6,41.58,249.48,ORD0060
PROD0174,Recently,1,21.37,21.37,ORD0115
PROD0122,Allow,4,134.67,538.68,ORD0051
PROD0059,Bag,8,85.79,686.32,ORD0046
PROD0259,Make,10,23.51,235.1,ORD0016
PROD0149,State,2,46.73,93.46,ORD0175
PROD0193,Build,3,47.09,141.27,ORD0022
PROD0187,Method,6,78.25,469.5,ORD0156
PROD0084,Popular,2,134.62,269.24,ORD0199
PROD0237,Difficult,1,51.97,51.97,ORD0083
PROD0158,Camera,9,76.12,685.08,ORD0149
PROD0118,Small,7,121.66,851.62,ORD0041
PROD0049,Production,1,65.69,65.69,ORD0181
PROD0032,Husband,9,112.51,1012.59,ORD0095
PROD0004,Value,6,93.42,560.52,ORD0095
PROD0203,Sometimes,9,97.05,873.45,ORD0107
PROD0067,Goal,10,47.52,475.2,ORD0172
PROD0083,Spring,8,67.66,541.28,ORD0188
PROD0083,Bag,9,127.78,1150.02,ORD0021
PROD0154,Congress,8,66.26,530.08,ORD0042
PROD0022,Into,5,143.64,718.2,ORD0110
PROD0056,Listen,5,41.29,206.45,ORD0106
PROD0194,Staff,7,114.03,798.21,ORD0090
PROD0214,Some,10,75.64,756.4,ORD0131
PROD0134,Cover,9,8.89,80.01,ORD0103
PROD0208,Thank,7,74.64,522.48,ORD0001
PROD0045,Left,1,93.57,93.57,ORD0057
PROD0038,Somebody,3,132.0,396.0,ORD0038
PROD0262,Buy,3,42.0,126.0,ORD0029
PROD0219,Lot,9,24.17,217.53,ORD0079
PROD0096,How,8,98.1,784.8,ORD0093
PROD0143,Reflect,2,101.27,202.54,ORD0152
PROD0202,True,3,139.25,417.75,ORD0200
PROD0019,Now,10,121.34,1213.4,ORD0172
PROD0054,Course,4,112.16,448.64,ORD0198
PROD0096,Most,7,83.11,581.77,ORD0005
PROD0118,Use,7,64.36,450.52,ORD0093
PROD0155,Computer,10,43.33,433.3,ORD0017
PROD0192,Hundred,2,74.27,148.54,ORD0079
PROD0230,Imagine,7,69.08,483.56,ORD0079
PROD0228,Tell,3,100.63,301.89,ORD0200
PROD0138,Prove,8,71.99,575.92,ORD0129
PROD0002,From,8,65.83,526.64,ORD0190
PROD0163,Task,1,41.5,41.5,ORD0031
PROD0139,Probably,8,93.83,750.64,ORD0096
PROD0096,Him,10,137.18,1371.8,ORD0169
PROD0254,Space,4,9.53,38.12,ORD0032
PROD0083,Senior,3,118.0,354.0,ORD0122
PROD0194,White,4,95.52,382.08,ORD0060
PROD0008,Cover,3,132.92,398.76,ORD0200
PROD0256,Teacher,7,49.04,343.28,ORD0121
PROD0001,Campaign,8,145.77,1166.16,ORD0017
PROD0025,Sort,10,131.45,1314.5,ORD0158
PROD0159,Sell,4,143.45,573.8,ORD0169
PROD0133,Current,10,70.52,705.2,ORD0147
PROD0251,Research,6,92.46,554.76,ORD0187
PROD0284,Will,4,117.33,469.32,ORD0073
PROD0087,Share,10,134.51,1345.1,ORD0136
PROD0186,By,7,120.02,840.14,ORD0026
PROD0228,Fear,4,131.64,526.56,ORD0118
PROD0155,Middle,7,144.97,1014.79,ORD0094
PROD0194,Produce,1,21.1,21.1,ORD0132
PROD0027,World,4,148.06,592.24,ORD0102
PROD0087,Statement,8,148.45,1187.6,ORD0076
PROD0105,Herself,4,94.46,377.84,ORD0060
PROD0244,Visit,8,55.59,444.72,ORD0034
PROD0058,Newspaper,6,23.0,138.0,ORD0035
PROD0147,Enter,3,129.15,387.45,ORD0168
PROD0293,Any,6,52.4,314.4,ORD0073
PROD0147,Home,8,19.0,152.0,ORD0116
PROD0185,Business,6,29.54,177.24,ORD0113
PROD0095,Hotel,5,24.96,124.8,ORD0090
PROD0130,Clear,9,57.66,518.94,ORD0169
PROD0262,Factor,5,47.63,238.15,ORD0029
PROD0283,Away,8,127.62,1020.96,ORD0182
PROD0270,They,10,63.73,637.3,ORD0050
PROD0230,Practice,9,9.09,81.81,ORD0067
PROD0209,Method,2,42.07,84.14,ORD0191
PROD0050,Glass,10,34.72,347.2,ORD0193
PROD0060,Determine,3,144.18,432.54,ORD0168
PROD0154,Begin,1,42.63,42.63,ORD0027
PROD0113,Political,6,106.3,637.8,ORD0014
PROD0296,Generation,4,62.31,249.24,ORD0178
PROD0096,Clear,9,148.67,1338.03,ORD0043
PROD0036,Might,2,28.14,56.28,ORD0115
PROD0284,Something,4,125.33,501.32,ORD0189
PROD0128,Look,3,91.43,274.29,ORD0087
PROD0029,Gun,10,69.17,691.7,ORD0013
PROD0137,Gun,1,115.24,115.24,ORD0187
PROD0093,Hope,2,39.84,79.68,ORD0162
PROD0042,Game,1,115.53,115.53,ORD0039
PROD0011,Receive,5,57.66,288.3,ORD0046
PROD0100,Like,3,112.4,337.2,ORD0141
PROD0034,Rock,3,88.69,266.07,ORD0125
PROD0072,Before,1,59.6,59.6,ORD0014
PROD0040,Relate,8,10.62,84.96,ORD0180
PROD0174,Quality,4,139.97,559.88,ORD0048
PROD0077,Group,4,141.05,564.2,ORD0045
PROD0085,Leg,3,148.03,444.09,ORD0024
PROD0024,Goal,5,103.27,516.35,ORD0046
PROD0250,Experience,1,110.62,110.62,ORD0117
PROD0144,Billion,1,108.9,108.9,ORD0007
PROD0044,Happen,4,95.26,381.04,ORD0188
PROD0135,Reach,2,84.91,169.82,ORD0105
PROD0105,Maybe,6,119.22,715.32,ORD0165
PROD0084,Seek,1,76.02,76.02,ORD0006
PROD0182,Value,1,147.15,147.15,ORD0165
PROD0101,Smile,7,98.23,687.61,ORD0126
PROD0115,Above,6,104.47,626.82,ORD0002
PROD0211,Strategy,4,22.67,90.68,ORD0103
PROD0185,Pick,1,128.77,128.77,ORD0116
PROD0239,Tv,8,134.4,1075.2,ORD0195
PROD0116,Question,2,57.52,115.04,ORD0017
PROD0024,Agree,4,113.62,454.48,ORD0049
PROD0172,Measure,5,128.42,642.1,ORD0175
PROD0234,Tree,10,72.48,724.8,ORD0170
PROD0259,Girl,1,35.05,35.05,ORD0181
PROD0012,Lead,1,28.11,28.11,ORD0007
PROD0261,Activity,10,36.22,362.2,ORD0051
PROD0117,Certainly,3,111.68,335.04,ORD0031
PROD0196,North,5,63.39,316.95,ORD0100
PROD0242,Customer,10,56.59,565.9,ORD0019
PROD0210,Lot,2,11.77,23.54,ORD0150
PROD0210,Parent,6,102.93,617.58,ORD0027
PROD0103,During,9,98.07,882.63,ORD0064
PROD0263,Green,9,45.24,407.16,ORD0097
PROD0035,Because,4,131.25,525.0,ORD0031
PROD0092,Way,4,30.43,121.72,ORD0070
PROD0198,They,3,51.28,153.84,ORD0024
PROD0120,Produce,10,114.55,1145.5,ORD0019
PROD0060,Support,5,49.68,248.4,ORD0038
PROD0259,Ask,2,125.76,251.52,ORD0070
PROD0228,Hand,3,88.39,265.17,ORD0174
PROD0185,Rest,1,40.01,40.01,ORD0082
PROD0144,Lot,9,122.58,1103.22,ORD0132
PROD0138,Short,10,145.24,1452.4,ORD0154
PROD0085,Ten,5,120.14,600.7,ORD0146
PROD0024,Seat,7,108.41,758.87,ORD0046
PROD0162,War,2,69.33,138.66,ORD0146
PROD0128,Kid,9,115.13,1036.17,ORD0096
PROD0208,Thought,3,105.82,317.46,ORD0049
PROD0034,Father,3,77.53,232.59,ORD0187
PROD0139,Than,1,63.69,63.69,ORD0183
PROD0209,Avoid,10,24.58,245.8,ORD0081
PROD0115,Else,4,73.39,293.56,ORD0030
PROD0117,Feeling,7,97.87,685.09,ORD0121
PROD0269,Result,8,22.91,183.28,ORD0149
PROD0069,Rock,6,22.71,136.26,ORD0076
PROD0128,Old,7,48.58,340.06,ORD0157
PROD0284,Heavy,7,48.94,342.58,ORD0133
PROD0130,Late,3,9.76,29.28,ORD0068
PROD0003,Anyone,5,142.98,714.9,ORD0145
PROD0046,Many,4,45.72,182.88,ORD0071
PROD0077,Them,9,91.24,821.16,ORD0027
PROD0180,Detail,10,16.28,162.8,ORD0093
PROD0227,Anything,10,62.76,627.6,ORD0115
PROD0274,Memory,3,100.44,301.32,ORD0097
PROD0273,Perhaps,10,109.7,1097.0,ORD0075
PROD0151,Company,8,84.15,673.2,ORD0120
PROD0171,Figure,6,35.96,215.76,ORD0123
PROD0271,Letter,5,64.88,324.4,ORD0194
PROD0120,Control,9,49.65,446.85,ORD0097
PROD0142,Rule,3,64.2,192.6,ORD0023
PROD0048,Fly,3,36.69,110.07,ORD0094
PROD0142,Tonight,4,74.67,298.68,ORD0097
PROD0099,Forward,3,122.57,367.71,ORD0073
PROD0285,Behind,6,64.71,388.26,ORD0070
PROD0240,Hair,10,26.26,262.6,ORD0075
PROD0256,Continue,6,100.02,600.12,ORD0169
PROD0175,Century,7,55.26,386.82,ORD0046
PROD0222,Price,4,142.92,571.68,ORD0097
PROD0024,Where,3,42.42,127.26,ORD0125
PROD0296,School,6,70.16,420.96,ORD0123
PROD0024,Growth,2,75.06,150.12,ORD0132
PROD0203,Charge,10,114.68,1146.8,ORD0032
PROD0287,Away,2,63.87,127.74,ORD0036
PROD0027,Sign,2,63.34,126.68,ORD0078
PROD0101,Employee,10,8.1,81.0,ORD0157
PROD0089,Wall,1,125.25,125.25,ORD0193
PROD0172,Technology,9,138.07,1242.63,ORD0168
PROD0185,Test,3,83.78,251.34,ORD0133
PROD0120,Too,5,127.34,636.7,ORD0090
PROD0188,Public,2,41.41,82.82,ORD0013
PROD0212,Huge,2,116.81,233.62,ORD0117
PROD0179,Sit,7,40.99,286.93,ORD0172
PROD0257,Institution,3,93.7,281.1,ORD0120
PROD0184,Explain,9,97.18,874.62,ORD0028
PROD0017,Social,5,95.16,475.8,ORD0166
PROD0027,Everybody,4,105.54,422.16,ORD0128
PROD0039,Entire,10,116.11,1161.1,ORD0014
PROD0020,Receive,1,119.25,119.25,ORD0078
PROD0203,General,4,133.24,532.96,ORD0123
PROD0260,Dinner,9,140.41,1263.69,ORD0068
PROD0169,If,8,100.42,803.36,ORD0014
PROD0213,Line,6,72.78,436.68,ORD0128
PROD0108,Determine,3,25.08,75.24,ORD0052
PROD0272,Development,8,32.29,258.32,ORD0126
PROD0257,Return,3,92.86,278.58,ORD0196
PROD0047,Style,5,145.75,728.75,ORD0069
PROD0144,Stand,1,17.8,17.8,ORD0126
PROD0122,Guess,5,118.21,591.05,ORD0176
PROD0040,Song,8,148.9,1191.2,ORD0061
PROD0280,Tonight,5,120.85,604.25,ORD0048
PROD0168,First,10,98.68,986.8,ORD0137
